id,name,code,supplier_code,sale_price,total_base_price,total_sale_price,vat,currency,quantity,brand,category,category_id,category_path,model,url,image,variant1,variant2,subproduct_code,subproduct_id,personalization_id
39248,Sevimli Heyvan Sürpriz Oyuncaq (382-9) ,T39248,043642,12,12,12,0,AZN,285,,Heyvan fiqurları,230,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,sevimli-heyvan-surpriz-oyuncaq-382-9,https://www.supertoys.az/sevimli-heyvan-surpriz-oyuncaq-382-9-heyvan-fiqurlari-35392-39-O.jpg,,,,0,
39247,Dəmir Maşın Formula 1 (418-15),T39247,043614,63,63,63,0,AZN,73,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-formula-1-418-15,https://www.supertoys.az/demir-masin-formula-1-418-15-dmir-masinlar-35390-39-O.jpg,,,,0,
39246,Dəmir Maşın Mclaren Formula 1 (418-14) ,T39246,043613,63,63,63,0,AZN,55,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-masin-mclaren-formula-1-418-14,https://www.supertoys.az/demir-masin-mclaren-formula-1-418-14-dmir-masinlar-35389-39-O.jpg,,,,0,
39245,Pultlu Maşın Bugatti (418-8),T39245,043612,105,105,105,0,AZN,106,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,pultlu-masin-bugatti-418-8,https://www.supertoys.az/pultlu-masin-bugatti-418-8-pultlu-masinlar-35388-39-O.jpg,,,,0,
39243,Minecraft Maqnit Bloklar 101 parça,T39243,043527,42,42,42,0,AZN,354,,Digər pazl oyunları,254,Supertoys > Kataloq > Oyuncaqlar > Pazllar >,,minecraft-maqnit-bloklar-101-parca,https://www.supertoys.az/minecraft-maqnit-bloklar-101-parca-digr-pazl-oyunlari-35385-39-O.jpg,,,,0,
39242,Maqnit Pazl (423-6) ,T39242,043488,4.5,4.5,4.5,0,AZN,7,,Digər pazl oyunları,254,Supertoys > Kataloq > Oyuncaqlar > Pazllar >,,maqnit-pazl-423-6,https://www.supertoys.az/maqnit-pazl-423-6-digr-pazl-oyunlari-35384-39-O.jpg,,,,0,
39241,Sonic Fiqur Dəsti (387-119),T39241,043360,9.5,9.5,9.5,0,AZN,87,,Digər Fiqurlar,380,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,sonic-fiqur-desti-387-119,https://www.supertoys.az/sonic-fiqur-desti-387-119-digr-fiqurlar-35382-39-O.jpg,,,,0,
39240,Ninja Tısbağa Fiqur Dəsti (387-22),T39240,043358,12,12,12,0,AZN,196,,Digər Fiqurlar,380,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,ninja-tisbaga-fiqur-desti-387-22,https://www.supertoys.az/ninja-tisbaga-fiqur-desti-387-22-digr-fiqurlar-35381-39-O.jpg,,,,0,
39239,Stvr Mars 6-lı Fiqur Dəsti 387-211,T39239,043338,6.5,6.5,6.5,0,AZN,435,,Digər Fiqurlar,380,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,stvr-mars-6-li-fiqur-desti-387-211,https://www.supertoys.az/stvr-mars-6-li-fiqur-desti-387-211-digr-fiqurlar-35380-39-O.jpg,,,,0,
39238,Harry Potter 6-lı Fiqur Dəsti (387-210),T39238,043337,6.5,6.5,6.5,0,AZN,189,,Digər Fiqurlar,380,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,harry-potter-6-li-fiqur-desti-387-210,https://www.supertoys.az/harry-potter-6-li-fiqur-desti-387-210-digr-fiqurlar-35379-39-O.jpg,,,,0,
39237,Səsli İşıqlı Avtomat Oyuncağı (387-92),T39237,043335,9,9,9,0,AZN,7,,Avtomat,265,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,sesli-isiqli-avtomat-oyuncagi-387-92,https://www.supertoys.az/sesli-isiqli-avtomat-oyuncagi-387-92-avtomat-35378-39-O.jpg,,,,0,
39235,Alətlər Dəsti ilə Oyuncaq Maşın ,T39235,043222,36,36,36,0,AZN,38,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,aletler-desti-ile-oyuncaq-masin,https://www.supertoys.az/aletler-desti-ile-oyuncaq-masin-sad-masinlar-35376-39-O.jpg,,,,0,
39234,Oyuncaq Traktor Sadə Maşın,T39234,043220,16,16,16,0,AZN,15,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-traktor-sade-masin,https://www.supertoys.az/oyuncaq-traktor-sade-masin-sad-masinlar-35375-39-O.jpg,,,,0,
39233,Oyuncaq Kamaz Sadə Maşın ,T39233,043219,18,18,18,0,AZN,18,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-kamaz-sade-masin,https://www.supertoys.az/oyuncaq-kamaz-sade-masin-sad-masinlar-35374-39-O.jpg,,,,0,
39232,Sadə Traktor Maşını ,T39232,043218,14,14,14,0,AZN,5,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-traktor-masini,https://www.supertoys.az/sade-traktor-masini-sad-masinlar-35373-39-O.jpg,,,,0,
39231,Yanğınsöndürən Sadə Maşın ,T39231,043216,45,45,45,0,AZN,10,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,yanginsonduren-sade-masin,https://www.supertoys.az/yanginsonduren-sade-masin-sad-masinlar-35372-39-O.jpg,,,,0,
39228,Oyuncaq Yanğınsöndürən Maşın ,T39228,043213,62,62,62,0,AZN,14,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-yanginsonduren-masin,https://www.supertoys.az/oyuncaq-yanginsonduren-masin-sad-masinlar-35369-39-O.jpg,,,,0,
39227,Yük Qaldıran Forklift Oyuncaq Maşın,T39227,043212,49,49,49,0,AZN,15,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,yuk-qaldiran-oyuncaq-masin,https://www.supertoys.az/yuk-qaldiran-oyuncaq-masin-sad-masinlar-35368-39-O.jpg,,,,0,
39226,Yarım Qoşqulu Oyuncaq Kamaz ,T39226,043211,44,44,44,0,AZN,4,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,yarim-qosqulu-oyuncaq-kamaz,https://www.supertoys.az/yarim-qosqulu-oyuncaq-kamaz-sad-masinlar-35367-39-O.jpg,,,,0,
39225,Qoşqulu Odun Daşıyan Maşın,T39225,043210,69,69,69,0,AZN,9,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qosqulu-odun-dasiyan-masin,https://www.supertoys.az/qosqulu-odun-dasiyan-masin-sad-masinlar-35366-39-O.jpg,,,,0,
39224,Doğranan Pizza Oyuncaq Dəsti (375-155) ,T39224,043198,10,10,10,0,AZN,37,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,dogranan-pizza-oyuncaq-desti-375-155,https://www.supertoys.az/dogranan-pizza-oyuncaq-desti-375-155-mtbx-oyuncaqlari-35365-39-O.jpg,,,,0,
39223,Fast Food Oyuncaq Dəsti (375-126),T39223,043197,10,10,10,0,AZN,32,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,fast-food-oyuncaq-desti-375-126,https://www.supertoys.az/fast-food-oyuncaq-desti-375-126-mtbx-oyuncaqlari-35364-39-O.jpg,,,,0,
39222,Səsli İşıqlı Oyuncaq Avtomat (375-159),T39222,043189,11.5,11.5,11.5,0,AZN,28,,Avtomat,265,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,sesli-isiqli-oyuncaq-avtomat-375-159,https://www.supertoys.az/sesli-isiqli-oyuncaq-avtomat-375-159-avtomat-35363-39-O.jpg,,,,0,
39221,Doğranan Meyvə Dəsti (375-156),T39221,043171,10,10,10,0,AZN,71,,Məişət oyuncaqları,251,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,dogranan-meyve-desti-375-156,https://www.supertoys.az/dogranan-meyve-desti-375-156-mist-oyuncaqlari-35362-39-O.jpg,,,,0,
39219,Oyuncaq İşıqlı Qılınc (375-24),T39219,043168,7.5,7.5,7.5,0,AZN,1,,Qılınc və ox,269,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,oyuncaq-isiqli-qilinc-375-24,https://www.supertoys.az/oyuncaq-isiqli-qilinc-375-24-qilinc-v-ox-35360-39-O.jpg,,,,0,
39218,Sadə Maşın Lexus (375-26),T39218,043119,10,10,10,0,AZN,108,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-masin-lexus-375-26,https://www.supertoys.az/sade-masin-lexus-375-26-sad-masinlar-35359-39-O.jpg,,,,0,
39217,Dəmir Tüstülü Sadə Maşın (375-68),T39217,043116,7,7,7,0,AZN,783,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-tustulu-sade-masin-375-68,https://www.supertoys.az/demir-tustulu-sade-masin-375-68-sad-masinlar-35358-39-O.jpg,,,,0,
39216,Dəmir Tüstülü Tır Sadə Maşın (375-76),T39216,043115,7.5,7.5,7.5,0,AZN,334,,Dəmir maşınlar,245,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,demir-tustulu-tir-sade-masin-375-76,https://www.supertoys.az/demir-tustulu-tir-sade-masin-375-76-dmir-masinlar-35357-39-O.jpg,,,,0,
39212,Slime Antistress Slaym ,T39212,043231,5.5,5.5,5.5,0,TL,29,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym-177202419039212,https://www.supertoys.az/slime-antistress-slaym-177202419039212-slaymlar-35353-39-O.jpg,,,,0,
39211,Slime Antistress Slaym,T39211,043230,7,7,7,0,TL,20,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym-177202396239211,https://www.supertoys.az/slime-antistress-slaym-177202396239211-slaymlar-35352-39-O.jpg,,,,0,
39210,Slime Antistress Slaym,T39210,043229,7,7,7,0,TL,8,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym-177202380439210,https://www.supertoys.az/slime-antistress-slaym-177202380439210-slaymlar-35351-39-O.jpg,,,,0,
39209,Slime Antistress Slaym,T39209,043228,7,7,7,0,TL,17,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym-177202363439209,https://www.supertoys.az/slime-antistress-slaym-177202363439209-slaymlar-35350-39-O.jpg,,,,0,
39208,Slime Antistress Slaym,T39208,043227,3.5,4.5,3.5,0,TL,130,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym-177202353939208,https://www.supertoys.az/slime-antistress-slaym-177202353939208-slaymlar-35349-39-O.jpg,,,,0,
39207,Slime Antistress Slaym ,T39207,043226,4.5,4.5,4.5,0,TL,162,,Slaymlar,229,Supertoys > Kataloq > Oyuncaqlar > Antistress oyuncaqları >,,slime-antistress-slaym,https://www.supertoys.az/slime-antistress-slaym-slaymlar-35348-39-O.jpg,,,,0,
39206,Qoşqulu Traktor Oyuncağı 91345 ,T39206,043259,17,17,17,0,TL,1,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qosqulu-traktor-oyuncagi-91345,https://www.supertoys.az/qosqulu-traktor-oyuncagi-91345-sad-masinlar-35347-39-O.jpg,,,,0,
39205,Odun Daşıyan Traktor 96494 ,T39205,043258,25,25,25,0,TL,2,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,odun-dasiyan-traktor-96494,https://www.supertoys.az/odun-dasiyan-traktor-96494-sad-masinlar-35346-39-O.jpg,,,,0,
39204, Yük Maşını Oyuncağı 94124,T39204,043256,34,34,34,0,TL,3,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,yuk-masini-oyuncagi-94124,https://www.supertoys.az/yuk-masini-oyuncagi-94124-sad-masinlar-35345-39-O.jpg,,,,0,
39203,Traktor Oyuncağı 93158,T39203,043255,21,21,21,0,TL,5,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,traktor-oyuncagi-93158,https://www.supertoys.az/traktor-oyuncagi-93158-sad-masinlar-35344-39-O.jpg,,,,0,
39202,Qoşqulu Camper Oyuncağı 92533 ,T39202,043254,22,22,22,0,TL,36,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qosqulu-camper-oyuncagi-92533,https://www.supertoys.az/qosqulu-camper-oyuncagi-92533-sad-masinlar-35343-39-O.jpg,,,,0,
39201,Qar Təmizləyən Traktor Oyuncağı 91895,T39201,043253,16,16,16,0,TL,2,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qar-temizleyen-traktor-oyuncagi-91895,https://www.supertoys.az/qar-temizleyen-traktor-oyuncagi-91895-sad-masinlar-35342-39-O.jpg,,,,0,
39200,Qar Təmizləyən Traktor 91888 ,T39200,043252,17,17,17,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qar-temizleyen-traktor-91888,https://www.supertoys.az/qar-temizleyen-traktor-91888-sad-masinlar-35341-39-O.jpg,,,,0,
39199,Qoşqulu Traktor Oyuncağı 91321 ,T39199,043251,17,17,17,0,TL,1,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qosqulu-traktor-oyuncagi-91321,https://www.supertoys.az/qosqulu-traktor-oyuncagi-91321-sad-masinlar-35340-39-O.jpg,,,,0,
39198,Ekskvator Sadə Maşın Oyuncağı 88963,T39198,043250,33,33,33,0,TL,6,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,ekskvator-sade-masin-oyuncagi-88963,https://www.supertoys.az/ekskvator-sade-masin-oyuncagi-88963-sad-masinlar-35339-39-O.jpg,,,,0,
39197,Zibil Maşını Oyuncağı 86389,T39197,043249,26,26,26,0,TL,7,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,zibil-masini-oyuncagi-86389,https://www.supertoys.az/zibil-masini-oyuncagi-86389-sad-masinlar-35338-39-O.jpg,,,,0,
39195,Ralli Yük Maşını Oyuncağı 65308 ,T39195,043247,32,32,32,0,TL,14,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,ralli-yuk-masini-oyuncagi-65308,https://www.supertoys.az/ralli-yuk-masini-oyuncagi-65308-sad-masinlar-35336-39-O.jpg,,,,0,
39194,Oyuncaq Kamaz Sadə Maşın 9548,T39194,043246,48,48,48,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-kamaz-sade-masin-9548,https://www.supertoys.az/oyuncaq-kamaz-sade-masin-9548-sad-masinlar-35335-39-O.jpg,,,,0,
39193,Qoşqulu Kamaz Sadə Maşın 9517 ,T39193,043245,72,72,72,0,TL,2,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qosqulu-kamaz-sade-masin-9517,https://www.supertoys.az/qosqulu-kamaz-sade-masin-9517-sad-masinlar-35334-39-O.jpg,,,,0,
39192,Qar Təmizləyən Maşın 04618 ,T39192,043244,30,30,30,0,TL,8,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qar-temizleyen-masin-04618,https://www.supertoys.az/qar-temizleyen-masin-04618-sad-masinlar-35333-39-O.jpg,,,,0,
39191, Səsli İşıqlı Mətbəx Oyuncağı (540-10),T39191,044748,42,42,42,0,TL,57,,Mətbəx oyuncaqları,252,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,sesli-isiqli-metbex-oyuncagi-540-10,https://www.supertoys.az/sesli-isiqli-metbex-oyuncagi-540-10-mtbx-oyuncaqlari-35332-39-O.jpg,,,,0,
39189,Ördək Formalı Su Dispenser,T39189,044764,7,7,7,0,TL,0,,Məişət oyuncaqları,251,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,ordek-formali-su-dispenser,https://www.supertoys.az/ordek-formali-su-dispenser-mist-oyuncaqlari-35330-39-O.jpg,,,,0,
39181,Qara Galik Jeep Oyuncaq Maşın,T39181,044738,19,19,19,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,qara-galik-jeep-oyuncaq-masin,https://www.supertoys.az/qara-galik-jeep-oyuncaq-masin-sad-masinlar-35322-39-O.jpg,,,,0,
39180,Sadə Maşın Galik Jeep ,T39180,044737,17,17,17,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-masin-galik-jeep,https://www.supertoys.az/sade-masin-galik-jeep-sad-masinlar-35321-39-O.jpg,,,,0,
39178,Lego My World Minecraft (566-10) ,T39178,044760,23,23,23,0,TL,26,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-my-world-minecraft-566-10,https://www.supertoys.az/lego-my-world-minecraft-566-10-legolar-35319-39-O.jpg,,,,0,
39177,STEM Maqnit Konstruktor (540-7),T39177,044759,49,50,49,0,TL,33,,Maqnit konstruktorlar,243,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,stem-maqnit-konstruktor-540-7,https://www.supertoys.az/stem-maqnit-konstruktor-540-7-maqnit-konstruktorlar-35318-39-O.jpg,,,,0,
39176,STEM Maqnit Konstruktor (540-6),T39176,044758,42,42,42,0,TL,74,,Maqnit konstruktorlar,243,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,stem-maqnit-konstruktor-540-6,https://www.supertoys.az/stem-maqnit-konstruktor-540-6-maqnit-konstruktorlar-35317-39-O.jpg,,,,0,
39175,STEM Maqnit Konstruktor (540-5),T39175,044757,32,32,32,0,TL,80,,Maqnit konstruktorlar,243,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,stem-maqnit-konstruktor-540-5,https://www.supertoys.az/stem-maqnit-konstruktor-540-5-maqnit-konstruktorlar-35316-39-O.jpg,,,,0,
39174,Lego My World (566-8),T39174,044756,14.5,14.5,14.5,0,TL,0,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-my-world-566-8,https://www.supertoys.az/lego-my-world-566-8-legolar-35315-39-O.jpg,,,,0,
39173,Lego Minecraft (566-2) ,T39173,044755,14.5,14.5,14.5,0,TL,0,,Legolar,372,Supertoys > Kataloq > Oyuncaqlar > Konstruktorlar >,,lego-minecraft-566-2,https://www.supertoys.az/lego-minecraft-566-2-legolar-35314-39-O.jpg,,,,0,
39172,Fashion Kukla 572-1,T39172,044754,25,25,25,0,TL,37,,Barbie dolls,231,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,fashion-kukla-572-1,https://www.supertoys.az/fashion-kukla-572-1-barbie-dolls-35313-39-O.jpg,,,,0,
39170,Həkim Dəsti Təkərli Hospital Arabası,T39170,044743,16,16,16,0,TL,3,,Həkim dəstləri,261,Supertoys > Kataloq > Oyuncaqlar > Peşə oyuncaqları >,,hekim-desti-tekerli-hospital-arabasi,https://www.supertoys.az/hekim-desti-tekerli-hospital-arabasi-hkim-dstlri-35311-39-O.jpg,,,,0,
39169,Paltaryuyan və Ütü Dəsti Məişət Oyuncağı,T39169,044742,9.5,9.5,9.5,0,TL,0,,Məişət oyuncaqları,251,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,paltaryuyan-ve-utu-desti-meiset-oyuncagi,https://www.supertoys.az/paltaryuyan-ve-utu-desti-meiset-oyuncagi-mist-oyuncaqlari-35310-39-O.jpg,,,,0,
39168,"Təmizlik Dəsti, Oyuncaq Tozsoran",T39168,044741,10.5,10.5,10.5,0,TL,0,,Məişət oyuncaqları,251,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,temizlik-desti-oyuncaq-tozsoran,https://www.supertoys.az/temizlik-desti-oyuncaq-tozsoran-mist-oyuncaqlari-35309-39-O.jpg,,,,0,
39167,Oyuncaq Balaca Kosmetika Masası,T39167,044740,3.1,3.1,3.1,0,TL,0,,Gəlincik aksesuarları,232,Supertoys > Kataloq > Oyuncaqlar > Gəlinciklər >,,oyuncaq-balaca-kosmetika-masasi,https://www.supertoys.az/oyuncaq-balaca-kosmetika-masasi-glincik-aksesuarlari-35308-39-O.jpg,,,,0,
39166,Pultlu Dinozavr Oyunu (410-29),T39166,043898,69,69,69,0,TL,51,,Robotlar,275,Supertoys > Kataloq > Oyuncaqlar > İnteraktiv oyuncaqlar >,,pultlu-dinozavr-oyunu-410-29,https://www.supertoys.az/pultlu-dinozavr-oyunu-410-29-robotlar-35307-39-O.jpg,,,,0,
39165, Formula 1 Pultlu Maşın (531-1/2) ,T39165,044670,63,63,63,0,TL,34,,Pultlu maşınlar,246,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,formula-1-pultlu-masin-531-1/2,https://www.supertoys.az/formula-1-pultlu-masin-531-12-pultlu-masinlar-35305-39-O.jpg,,,,0,
39163,Oyuncaq Betonqarışan Maşın,T39163,044689,18,18,18,0,TL,6,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-betonqarisan-masin,https://www.supertoys.az/oyuncaq-betonqarisan-masin-sad-masinlar-35303-39-O.jpg,,,,0,
39162,Oyuncaq Yük Maşını 2560 ,T39162,044688,16,16,16,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-yuk-masini-2560,https://www.supertoys.az/oyuncaq-yuk-masini-2560-sad-masinlar-35302-39-O.jpg,,,,0,
39161,Oyuncaq Su Tanker Maşını,T39161,044687,12.5,12.5,12.5,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-su-tanker-masini,https://www.supertoys.az/oyuncaq-su-tanker-masini-sad-masinlar-35301-39-O.jpg,,,,0,
39160,Sadə Polis Maşını Mercedes 2000 ,T39160,044686,4.5,4.5,4.5,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-polis-masini-mercedes-2000,https://www.supertoys.az/sade-polis-masini-mercedes-2000-sad-masinlar-35300-39-O.jpg,,,,0,
39158,Sadə Maşın Dəsti 0029 ,T39158,044684,3.8,3.8,3.8,0,TL,0,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-masin-desti-0029,https://www.supertoys.az/sade-masin-desti-0029-sad-masinlar-35298-39-O.jpg,,,,0,
39156,Oyuncaq Tikiş Maşını 0087 ,T39156,044682,15,15,15,0,TL,4,,Məişət oyuncaqları,251,Supertoys > Kataloq > Oyuncaqlar > Mətbəx və məişət >,,oyuncaq-tikis-masini-0087,https://www.supertoys.az/oyuncaq-tikis-masini-0087-mist-oyuncaqlari-35296-39-O.jpg,,,,0,
39155,Oyuncaq Avtomat MP5 Dəsti 0105 ,T39155,044680,8,8,8,0,TL,0,,Avtomat,265,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,oyuncaq-avtomat-mp5-desti-0105,https://www.supertoys.az/oyuncaq-avtomat-mp5-desti-0105-avtomat-35295-39-O.jpg,,,,0,
39154,Dulusçuluq Emalatxanası - Yaradıcılıq Oyuncağı (387-293),T39154,044698,19,19,19,0,TL,50,,Zehni inkişaf məhsullar,273,Supertoys > Kataloq > Oyuncaqlar > Öyrədici Oyucaqlar >,,dulusculuq-emalatxanasi-yaradiciliq-oyuncagi-387-293,https://www.supertoys.az/dulusculuq-emalatxanasi-yaradiciliq-oyuncagi-387-293-zehni-inkisaf-mhsullar-35294-39-O.jpg,,,,0,
39153,Dulusçuluq Emalatxanası - Yaradıcılıq Oyuncağı (387-294),T39153,044697,22,22,22,0,TL,46,,Zehni inkişaf məhsullar,273,Supertoys > Kataloq > Oyuncaqlar > Öyrədici Oyucaqlar >,,dulusculuq-emalatxanasi-yaradiciliq-oyuncagi-387-294,https://www.supertoys.az/dulusculuq-emalatxanasi-yaradiciliq-oyuncagi-387-294-zehni-inkisaf-mhsullar-35293-39-O.jpg,,,,0,
39152,Ev Heyvanları Fiquru Dəsti (387-278),T39152,044723,4.5,4.5,4.5,0,TL,43,,Heyvan fiqurları,230,Supertoys > Kataloq > Oyuncaqlar > Fiqurlar >,,ev-heyvanlari-fiquru-desti-387-278,https://www.supertoys.az/ev-heyvanlari-fiquru-desti-387-278-heyvan-fiqurlari-35292-39-O.jpg,,,,0,
39150,Oyuncaq Monster Maşın 4-lü (387-285) ,T39150,044724,7,7,7,0,TL,37,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,oyuncaq-monster-masin-4-lu-387-285,https://www.supertoys.az/oyuncaq-monster-masin-4-lu-387-285-sad-masinlar-35289-39-O.jpg,,,,0,
39148,Pul Atan Tapanca (567-4),T39148,044733,11,11,11,0,TL,50,,Digər silahlar,266,Supertoys > Kataloq > Oyuncaqlar > Silahlar >,,pul-atan-tapanca-567-4,https://www.supertoys.az/pul-atan-tapanca-567-4-digr-silahlar-35287-39-O.jpg,,,,0,
39145,Oyuncaq Transformers Konstruktor (387-241),T39145,044726,19,19,19,0,TL,28,,Digər interaktiv oyuncaqlar,274,Supertoys > Kataloq > Oyuncaqlar > İnteraktiv oyuncaqlar >,,oyuncaq-transformers-konstruktor-387-241,https://www.supertoys.az/oyuncaq-transformers-konstruktor-387-241-digr-interaktiv-oyuncaqlar-35283-39-O.jpg,,,,0,
39144,Oyuncaq Transformers Konstruktor (387-240) ,T39144,044725,19,19,19,0,TL,32,,Digər interaktiv oyuncaqlar,274,Supertoys > Kataloq > Oyuncaqlar > İnteraktiv oyuncaqlar >,,oyuncaq-transformers-konstruktor-387-240,https://www.supertoys.az/oyuncaq-transformers-konstruktor-387-240-digr-interaktiv-oyuncaqlar-35282-39-O.jpg,,,,0,
39143,Sadə Oyuncaq Hərbi Maşın 6-lı (387-269),T39143,044720,5,5,5,0,TL,31,,Sadə maşınlar,249,Supertoys > Kataloq > Oyuncaqlar > Maşınlar və Qatarlar >,,sade-oyuncaq-herbi-masin-6-li-387-269,https://www.supertoys.az/sade-oyuncaq-herbi-masin-6-li-387-269-sad-masinlar-35281-39-O.jpg,,,,0,
39142,Oyuncaq Usta Dəsti 387-39,T39142,044717,39,39,39,0,TL,54,,Usta dəstləri,264,Supertoys > Kataloq > Oyuncaqlar > Peşə oyuncaqları >,,oyuncaq-usta-desti-387-39,https://www.supertoys.az/oyuncaq-usta-desti-387-39-usta-dstlri-35280-39-O.jpg,,,,0,
